student_id,student_name,email_id,password,std,math_grade,english_grade,science_grade,history_grade,overall_grade,assignment_completion,engagement_score,math_lec_present,science_lec_present,history_lec_present,english_lec_present,attendance_ratio,login_frequency_per_week,average_session_duration_minutes,learning_style,content_type_preference,completed_lessons,practice_tests_taken,lms_test_scores,teacher_comments_summary,risk_score,is_at_risk,suggestions_required
S1895,Timothy Harris,timothy.harris5583@yahoo.com,p1895,9,55,48,94,75,68,0.89,0.67,9,6,15,2,0.4,4,75,Auditory,Texts,15,8,63,Can do better with more effort,25.25,0,No
S1896,Amanda Fitzpatrick,amanda.fitzpatrick5131@yahoo.com,p1896,9,47,45,62,91,61.25,0.47,0.87,9,11,11,11,0.52,2,16,Kinesthetic,Texts,11,8,63,Average progress,45.8,0,No
S1897,Heather Taylor,heather.taylor5668@outlook.com,p1897,9,77,82,48,79,71.5,0.91,0.74,3,5,14,5,0.34,4,63,Visual,Interactive,6,5,31,Falling behind in multiple areas,63.69,1,Yes
S1898,Christina Matthews,christina.matthews2152@edu.in,p1898,11,51,64,41,56,53,0.65,0.3,12,7,6,7,0.4,6,69,Visual,Videos,13,2,56,Falling behind in multiple areas,81.5,1,Yes
S1899,John Santiago,john.santiago8447@outlook.com,p1899,11,63,78,93,79,78.25,0.55,0.83,11,7,10,14,0.52,5,54,Reading/Writing,Interactive,17,7,76,Shows initiative,21.8,0,No
S1900,Amanda Little,amanda.little5238@gmail.com,p1900,11,67,88,80,92,81.75,0.92,0.82,14,4,7,19,0.55,5,47,Visual,Videos,18,0,86,Consistent performance,18.73,0,No
S1901,Brian Gutierrez,brian.gutierrez7652@yahoo.com,p1901,10,92,99,83,68,85.5,0.66,0.66,19,10,10,2,0.51,6,47,Kinesthetic,Interactive,12,9,46,Falling behind in multiple areas,55.36,0,No
S1902,Jennifer Garcia,jennifer.garcia4392@gmail.com,p1902,10,47,67,70,66,62.5,0.89,0.93,10,18,14,9,0.64,4,53,Visual,Texts,1,3,55,Good participation,29.64,0,No
S1903,Kelli Smith,kelli.smith4071@edu.in,p1903,11,97,72,83,40,73,0.56,0.94,19,1,5,10,0.44,3,80,Kinesthetic,Texts,18,9,39,Needs improvement in basics,52.94,0,No
S1904,Andrea Hickman,andrea.hickman1596@yahoo.com,p1904,12,67,93,86,91,84.25,0.4,0.67,5,14,1,19,0.49,5,59,Auditory,Texts,3,1,68,Can do better with more effort,41.36,0,No
S1905,Richard Donovan,richard.donovan4764@gmail.com,p1905,11,75,76,41,73,66.25,0.7,0.73,9,6,19,17,0.64,5,87,Reading/Writing,Videos,13,4,38,Needs improvement in basics,62.01,1,Yes
S1906,Natalie Woods,natalie.woods6860@edu.in,p1906,11,65,48,71,43,56.75,0.46,1,1,11,8,7,0.34,2,89,Visual,Texts,1,6,54,Can do better with more effort,39.81,0,No
S1907,James Maynard,james.maynard2626@yahoo.com,p1907,11,47,57,57,63,56,0.85,0.51,15,14,19,18,0.82,4,54,Visual,Texts,17,0,49,Falling behind in multiple areas,65.68,1,Yes
S1908,Manuel Brewer,manuel.brewer9474@outlook.com,p1908,9,97,95,52,60,76,0.57,0.53,4,20,17,6,0.59,5,25,Visual,Interactive,18,3,44,Needs improvement in basics,65.34,1,Yes
S1909,Rebecca Davis,rebecca.davis3120@outlook.com,p1909,10,99,98,85,72,88.5,0.67,0.43,7,3,19,9,0.48,4,17,Kinesthetic,Texts,18,2,40,Falling behind in multiple areas,65.18,1,Yes
S1910,Audrey Nichols,audrey.nichols8173@yahoo.com,p1910,9,89,60,44,46,59.75,0.45,0.93,6,16,16,8,0.57,2,46,Auditory,Mixed,3,3,45,Needs improvement in basics,70.2,1,Yes
S1911,Jennifer Zuniga,jennifer.zuniga8181@edu.in,p1911,12,67,41,97,40,61.25,0.57,0.82,15,16,4,9,0.55,4,19,Reading/Writing,Mixed,18,5,51,Can do better with more effort,30.38,0,No
S1912,Robin Thompson,robin.thompson8158@outlook.com,p1912,12,67,97,81,80,81.25,0.87,0.37,6,7,8,1,0.28,4,54,Kinesthetic,Videos,2,9,91,Needs improvement in basics,63.75,1,Yes
S1913,Nicole Thompson,nicole.thompson1485@gmail.com,p1913,10,76,82,83,42,70.75,0.49,0.99,7,8,4,2,0.26,2,5,Kinesthetic,Mixed,7,5,53,Can do better with more effort,34.49,0,No
S1914,Samantha Osborn,samantha.osborn8291@edu.in,p1914,12,80,98,49,83,77.5,0.79,0.81,20,4,13,4,0.51,5,55,Reading/Writing,Videos,3,0,65,Average progress,48.01,0,No
S1915,Randy Simpson,randy.simpson3954@edu.in,p1915,9,75,99,95,90,89.75,0.95,0.9,3,12,7,20,0.52,4,38,Auditory,Mixed,2,2,47,Lacks focus,24,0,No
S1916,Sharon Hayden,sharon.hayden9567@yahoo.com,p1916,9,66,77,82,54,69.75,0.81,0.33,13,12,1,18,0.55,3,46,Visual,Texts,4,0,49,Needs improvement in basics,77.47,1,Yes
S1917,Sara Mcdowell,sara.mcdowell807@outlook.com,p1917,9,93,97,64,70,81,0.89,0.65,2,10,9,10,0.39,5,66,Visual,Mixed,10,0,37,Falling behind in multiple areas,65.14,1,Yes
S1918,Albert Bradley,albert.bradley4619@gmail.com,p1918,12,56,79,73,93,75.25,0.47,0.79,3,12,4,1,0.25,2,36,Visual,Videos,18,0,44,Falling behind in multiple areas,69.12,1,Yes
S1919,Daniel Bird,daniel.bird9799@edu.in,p1919,11,48,75,76,55,63.5,0.55,0.68,13,11,14,10,0.6,1,65,Auditory,Mixed,18,2,76,Good participation,33.35,0,No
S1920,Justin Hays,justin.hays4691@edu.in,p1920,9,72,89,69,49,69.75,0.94,0.77,9,11,9,9,0.48,6,58,Kinesthetic,Mixed,16,1,53,Average progress,42.6,0,No
S1921,Amy Snyder,amy.snyder1771@gmail.com,p1921,9,92,99,46,93,82.5,0.83,0.87,19,15,3,13,0.62,3,78,Visual,Videos,1,3,76,Shows initiative,24.42,0,No
S1922,Sheena Rosales,sheena.rosales2204@edu.in,p1922,11,59,82,45,68,63.5,0.78,0.56,18,6,15,15,0.68,5,62,Kinesthetic,Mixed,19,6,47,Lacks focus,29.02,0,No
S1923,Taylor Lee,taylor.lee6002@outlook.com,p1923,11,52,76,93,98,79.75,0.8,0.89,5,11,5,18,0.49,6,89,Visual,Texts,8,1,61,Average progress,42.41,0,No
S1924,Daniel Martin,daniel.martin6005@edu.in,p1924,10,67,54,94,98,78.25,0.65,0.41,10,2,1,13,0.32,2,28,Kinesthetic,Texts,2,1,71,Needs improvement in basics,77.3,1,Yes
S1925,Stephen Scott,stephen.scott6573@gmail.com,p1925,12,87,67,42,45,60.25,0.43,0.49,14,9,11,5,0.49,3,31,Kinesthetic,Interactive,9,6,66,Needs improvement in basics,74.66,1,Yes
S1926,Jacob Doyle,jacob.doyle9353@gmail.com,p1926,9,68,57,52,68,61.25,0.87,0.33,17,11,19,2,0.61,5,25,Auditory,Texts,8,8,62,Falling behind in multiple areas,66.59,1,Yes
S1927,Krystal Bradley,krystal.bradley5949@yahoo.com,p1927,10,52,73,42,56,55.75,0.81,0.56,3,16,5,7,0.39,6,22,Kinesthetic,Texts,19,2,30,Falling behind in multiple areas,70.76,1,Yes
S1928,Katherine Thompson,katherine.thompson1214@outlook.com,p1928,12,85,61,65,92,75.75,0.68,0.57,7,13,17,9,0.57,1,59,Kinesthetic,Interactive,3,9,56,Good participation,32.7,0,No
S1929,Melissa Prince,melissa.prince8271@edu.in,p1929,10,74,50,96,99,79.75,0.94,0.86,9,13,19,19,0.75,5,72,Auditory,Interactive,6,7,46,Falling behind in multiple areas,47.92,0,No
S1930,Margaret Robertson,margaret.robertson9018@edu.in,p1930,12,45,97,63,61,66.5,0.6,0.76,5,18,17,14,0.68,1,51,Visual,Texts,11,5,75,Can do better with more effort,28.92,0,No
S1931,Christopher Caldwell,christopher.caldwell1956@outlook.com,p1931,9,57,96,92,63,77,0.58,0.61,4,1,5,17,0.34,1,58,Kinesthetic,Texts,10,5,63,Can do better with more effort,36.69,0,No
S1932,Jack Taylor,jack.taylor1594@yahoo.com,p1932,10,90,52,45,56,60.75,0.92,0.76,3,20,20,20,0.79,4,22,Visual,Videos,14,2,32,Lacks focus,28.36,0,No
S1933,Marcus Wright,marcus.wright6124@edu.in,p1933,12,44,43,82,60,57.25,0.88,0.34,13,10,9,20,0.65,2,77,Reading/Writing,Interactive,19,9,85,Lacks focus,27.97,0,No
S1934,Jose Young,jose.young9149@outlook.com,p1934,12,86,61,99,90,84,0.71,0.43,9,19,6,11,0.56,4,68,Reading/Writing,Videos,13,8,41,Needs improvement in basics,60.81,1,Yes
S1935,Karen Finley,karen.finley2373@outlook.com,p1935,12,64,46,97,89,74,0.48,0.74,7,17,13,5,0.52,1,53,Auditory,Interactive,6,8,55,Good participation,33.33,0,No
S1936,Kevin Sharp,kevin.sharp9880@yahoo.com,p1936,11,41,82,88,50,65.25,0.53,0.75,8,1,11,12,0.4,2,39,Reading/Writing,Mixed,14,3,53,Average progress,52.78,0,No
S1937,Alexander Valdez,alexander.valdez8203@edu.in,p1937,12,49,93,81,95,79.5,0.79,0.84,10,1,1,9,0.26,2,43,Kinesthetic,Videos,13,9,89,Consistent performance,19.01,0,No
S1938,Heather Brown,heather.brown752@gmail.com,p1938,11,95,63,51,46,63.75,0.63,0.58,1,17,17,17,0.65,2,62,Visual,Texts,10,5,87,Can do better with more effort,33.33,0,No
S1939,David Parker,david.parker2255@gmail.com,p1939,9,69,43,88,81,70.25,0.9,0.81,20,15,6,8,0.61,3,61,Auditory,Mixed,9,4,92,Excellent progress,21.79,0,No
S1940,Richard Shaw,richard.shaw7771@outlook.com,p1940,10,89,67,75,78,77.25,0.97,0.78,1,2,3,8,0.18,5,10,Auditory,Interactive,18,3,37,Needs improvement in basics,57.6,0,No
S1941,Paula Padilla,paula.padilla2450@edu.in,p1941,9,98,54,41,44,59.25,0.88,0.97,19,11,16,12,0.72,1,82,Visual,Videos,2,1,55,Can do better with more effort,30,0,No
S1942,Larry Wilson,larry.wilson5383@yahoo.com,p1942,11,84,40,50,83,64.25,0.63,0.45,2,2,13,19,0.45,2,82,Visual,Texts,11,3,87,Lacks focus,40.92,0,No
S1943,Sabrina Phillips,sabrina.phillips2672@outlook.com,p1943,9,44,94,78,87,75.75,0.87,0.69,12,20,12,10,0.68,6,24,Auditory,Mixed,12,6,67,Good participation,21.8,0,No
S1944,Christina Robinson,christina.robinson4912@edu.in,p1944,11,94,42,73,96,76.25,0.61,0.72,13,9,11,2,0.44,3,54,Kinesthetic,Interactive,6,2,78,Excellent progress,35.56,0,No
S1945,Dennis Hernandez,dennis.hernandez8321@outlook.com,p1945,11,95,53,65,60,68.25,0.5,1,14,19,2,8,0.54,3,13,Visual,Texts,11,2,72,Average progress,44.76,0,No
S1946,Julie Obrien,julie.obrien9232@edu.in,p1946,12,72,77,57,57,65.75,0.42,0.44,5,2,19,14,0.5,6,80,Visual,Mixed,1,2,88,Needs improvement in basics,80.08,1,Yes
S1947,Robert Dunn,robert.dunn7790@outlook.com,p1947,11,93,89,60,74,79,0.63,0.67,3,16,8,19,0.57,1,18,Auditory,Interactive,0,8,50,Can do better with more effort,33.33,0,No
S1948,Thomas Medina,thomas.medina6045@gmail.com,p1948,12,40,96,75,59,67.5,0.94,0.54,17,20,13,4,0.68,4,27,Visual,Videos,5,0,42,Falling behind in multiple areas,68.62,1,Yes
S1949,Elizabeth Robinson,elizabeth.robinson1805@outlook.com,p1949,10,57,40,79,54,57.5,0.54,0.67,1,9,14,9,0.41,3,52,Visual,Mixed,18,4,32,Needs improvement in basics,70.81,1,Yes
S1950,John Fischer,john.fischer9573@edu.in,p1950,12,71,77,91,44,70.75,0.52,0.46,14,20,15,13,0.78,1,84,Visual,Mixed,5,8,61,Falling behind in multiple areas,66.65,1,Yes
S1951,Morgan Miller,morgan.miller446@outlook.com,p1951,12,86,77,85,52,75,0.98,0.33,6,4,17,9,0.45,3,86,Auditory,Interactive,12,6,50,Falling behind in multiple areas,63.9,1,Yes
S1952,Sean Padilla,sean.padilla4360@edu.in,p1952,12,88,60,83,90,80.25,0.42,0.7,17,13,15,13,0.72,1,60,Kinesthetic,Mixed,3,0,43,Falling behind in multiple areas,71.35,1,Yes
S1953,Christian Elliott,christian.elliott851@yahoo.com,p1953,12,50,87,61,51,62.25,0.87,0.54,4,15,10,16,0.56,2,44,Auditory,Videos,13,3,37,Falling behind in multiple areas,66.79,1,Yes
S1954,Bryan Kelley,bryan.kelley2803@edu.in,p1954,10,60,68,92,94,78.5,0.59,0.43,6,20,1,1,0.35,4,73,Reading/Writing,Texts,15,5,36,Lacks focus,40.55,0,No
S1955,William Armstrong,william.armstrong2431@edu.in,p1955,10,65,44,98,60,66.75,0.42,0.53,1,2,12,8,0.29,6,43,Visual,Videos,1,4,88,Can do better with more effort,48.71,0,No
S1956,Edward Murphy,edward.murphy527@yahoo.com,p1956,10,64,88,69,76,74.25,0.95,0.33,9,20,9,9,0.59,3,78,Reading/Writing,Mixed,8,1,31,Lacks focus,41.56,0,No
S1957,Abigail Wilson,abigail.wilson3135@gmail.com,p1957,11,61,49,89,45,61,0.48,0.97,4,18,5,13,0.5,6,47,Reading/Writing,Mixed,12,0,98,Good participation,32.55,0,No
S1958,Jamie Aguilar,jamie.aguilar7235@gmail.com,p1958,11,98,67,82,46,73.25,0.73,0.71,9,9,15,17,0.62,3,35,Auditory,Videos,13,3,73,Excellent progress,27.5,0,No
S1959,Christopher Dixon,christopher.dixon6871@outlook.com,p1959,12,66,60,99,65,72.5,0.56,0.87,9,20,3,9,0.51,3,74,Reading/Writing,Texts,13,9,95,Excellent progress,20.61,0,No
S1960,Lindsey Chavez,lindsey.chavez6775@yahoo.com,p1960,12,88,89,69,81,81.75,0.44,0.6,13,1,19,7,0.5,5,7,Auditory,Texts,4,4,47,Needs improvement in basics,71.47,1,Yes
S1961,William Bryant,william.bryant6733@yahoo.com,p1961,11,52,46,47,87,58,0.43,0.93,17,3,7,20,0.59,5,8,Kinesthetic,Interactive,1,3,45,Falling behind in multiple areas,71.94,1,Yes
S1962,Brian Ford,brian.ford1030@edu.in,p1962,12,72,42,73,47,58.5,0.47,0.64,3,17,7,10,0.46,6,31,Kinesthetic,Interactive,4,2,41,Lacks focus,50.01,0,No
S1963,Lindsay Cummings,lindsay.cummings8508@yahoo.com,p1963,10,73,84,96,48,75.25,0.44,0.7,6,11,7,5,0.36,2,31,Visual,Videos,5,9,89,Shows initiative,33.29,0,No
S1964,Randy Velasquez,randy.velasquez9199@yahoo.com,p1964,9,80,86,86,66,79.5,0.86,0.64,20,8,2,17,0.59,3,51,Visual,Interactive,1,7,83,Can do better with more effort,26.34,0,No
S1965,Julie Lane,julie.lane7847@outlook.com,p1965,12,74,59,48,43,56,0.69,0.81,15,12,2,2,0.39,4,64,Visual,Texts,0,5,69,Average progress,54.44,0,No
S1966,Brandon Cooper,brandon.cooper5150@edu.in,p1966,9,40,58,90,60,62,0.61,0.7,14,11,12,9,0.57,5,40,Reading/Writing,Interactive,15,2,72,Average progress,49.38,0,No
S1967,Bryce Mcknight,bryce.mcknight7541@yahoo.com,p1967,10,60,74,59,70,65.75,0.65,0.49,13,13,5,2,0.41,1,50,Auditory,Mixed,8,5,51,Needs improvement in basics,72.74,1,Yes
S1968,Sarah Jones,sarah.jones8960@outlook.com,p1968,12,87,43,79,60,67.25,0.96,0.4,9,15,4,10,0.48,1,65,Kinesthetic,Texts,13,9,33,Lacks focus,32.7,0,No
S1969,Sarah Johnson,sarah.johnson4341@outlook.com,p1969,10,94,44,64,79,70.25,0.95,0.72,15,20,7,12,0.68,1,46,Reading/Writing,Texts,8,7,50,Average progress,38.8,0,No
S1970,Robert Mack,robert.mack3160@edu.in,p1970,10,45,40,58,64,51.75,0.83,0.64,14,17,16,2,0.61,2,11,Auditory,Interactive,4,6,52,Average progress,52.49,0,No
S1971,Katie Good,katie.good4581@yahoo.com,p1971,10,67,43,44,78,58,0.93,0.37,4,12,3,15,0.42,3,34,Kinesthetic,Interactive,14,0,71,Needs improvement in basics,72.28,1,Yes
S1972,Debbie Fisher,debbie.fisher3694@outlook.com,p1972,11,56,51,50,54,52.75,0.59,0.58,11,19,2,3,0.44,3,54,Reading/Writing,Videos,9,5,70,Can do better with more effort,42.81,0,No
S1973,Victoria Reyes,victoria.reyes4745@outlook.com,p1973,12,44,99,54,92,72.25,0.63,0.66,2,20,17,2,0.51,6,51,Reading/Writing,Videos,14,0,45,Falling behind in multiple areas,68.04,1,Yes
S1974,Molly Knox,molly.knox8021@yahoo.com,p1974,10,70,66,47,74,64.25,0.77,0.88,16,11,9,7,0.54,5,44,Reading/Writing,Texts,16,3,65,Average progress,40.76,0,No
S1975,Nicholas Vega,nicholas.vega7871@outlook.com,p1975,11,44,95,58,88,71.25,0.77,0.35,19,10,20,9,0.72,1,9,Auditory,Mixed,2,9,46,Lacks focus,37,0,No
S1976,Dorothy Ryan,dorothy.ryan9193@outlook.com,p1976,12,77,81,62,82,75.5,0.69,0.54,16,17,8,11,0.65,2,74,Reading/Writing,Texts,7,2,83,Good participation,34.5,0,No
S1977,Desiree Bailey,desiree.bailey4725@outlook.com,p1977,10,42,62,66,80,62.5,0.64,0.88,7,13,12,16,0.6,6,62,Reading/Writing,Videos,3,6,36,Falling behind in multiple areas,64.35,1,Yes
S1978,Gregory Medina,gregory.medina9405@gmail.com,p1978,12,92,64,79,76,77.75,0.99,0.75,11,16,7,7,0.51,4,48,Visual,Videos,10,1,70,Consistent performance,25.44,0,No
S1979,Allison Luna,allison.luna6474@edu.in,p1979,11,62,60,71,96,72.25,0.89,0.5,12,20,14,13,0.74,3,75,Visual,Mixed,18,3,91,Good participation,23.86,0,No
S1980,Jeffrey Smith,jeffrey.smith2409@outlook.com,p1980,11,76,97,65,81,79.75,0.66,0.89,4,20,16,3,0.54,3,36,Reading/Writing,Mixed,13,4,86,Consistent performance,21.46,0,No
S1981,Andrew Evans,andrew.evans699@outlook.com,p1981,12,92,91,66,86,83.75,0.84,0.65,16,17,1,11,0.56,2,83,Kinesthetic,Mixed,17,1,62,Can do better with more effort,25.69,0,No
S1982,Emily Stephens,emily.stephens1304@outlook.com,p1982,12,76,63,58,67,66,0.56,0.65,16,5,10,3,0.42,6,81,Kinesthetic,Videos,1,8,55,Can do better with more effort,40.38,0,No
S1983,Amanda Morrow,amanda.morrow7257@outlook.com,p1983,11,49,64,89,53,63.75,0.46,0.98,7,9,11,15,0.52,6,86,Reading/Writing,Videos,8,1,53,Can do better with more effort,37,0,No
S1984,John Reed,john.reed7859@outlook.com,p1984,10,49,84,81,43,64.25,0.61,0.96,13,4,7,8,0.4,5,78,Visual,Videos,9,5,60,Good participation,31.02,0,No
S1985,Joshua Pineda,joshua.pineda3320@yahoo.com,p1985,11,58,94,68,92,78,0.64,0.55,5,9,18,7,0.49,2,44,Auditory,Mixed,12,7,56,Can do better with more effort,32.14,0,No
S1986,Jessica Rodriguez,jessica.rodriguez9218@outlook.com,p1986,10,56,85,78,59,69.5,0.41,0.4,1,16,19,5,0.51,6,61,Auditory,Texts,18,6,78,Needs improvement in basics,68.46,1,Yes
S1987,Lisa Barnes,lisa.barnes2259@outlook.com,p1987,11,60,71,99,73,75.75,0.89,0.53,5,7,14,6,0.4,5,15,Auditory,Videos,3,5,95,Can do better with more effort,32.22,0,No
S1988,Katie Stephenson,katie.stephenson9624@gmail.com,p1988,11,53,94,80,51,69.5,0.62,0.32,14,14,17,19,0.8,6,44,Reading/Writing,Videos,15,7,99,Lacks focus,30.35,0,No
S1989,Alexis Harris,alexis.harris3982@yahoo.com,p1989,10,48,71,72,72,65.75,0.75,0.31,11,14,19,3,0.59,3,51,Auditory,Texts,11,4,60,Falling behind in multiple areas,71.21,1,Yes
S1990,Craig Johnson,craig.johnson8710@gmail.com,p1990,9,85,44,58,63,62.5,0.44,0.58,2,7,13,11,0.41,5,6,Visual,Interactive,15,9,54,Good participation,37.86,0,No
S1991,Carla Warner,carla.warner3824@yahoo.com,p1991,10,40,75,76,59,62.5,0.5,0.96,18,16,3,6,0.54,6,56,Reading/Writing,Videos,16,8,45,Lacks focus,26.69,0,No
S1992,Brandon Yang,brandon.yang1651@gmail.com,p1992,9,90,85,58,44,69.25,0.93,0.91,15,18,2,14,0.61,5,76,Auditory,Videos,15,1,35,Needs improvement in basics,54.69,0,No
S1993,Richard Young,richard.young5421@edu.in,p1993,10,84,81,72,77,78.5,0.77,0.66,14,6,9,17,0.57,5,53,Visual,Videos,6,5,98,Can do better with more effort,26.12,0,No
S1994,Jeff Shields,jeff.shields1657@edu.in,p1994,11,52,88,86,69,73.75,0.97,0.7,13,7,7,3,0.38,6,63,Auditory,Mixed,1,9,46,Falling behind in multiple areas,59.25,0,No
S1995,Brian Gordon,brian.gordon94@yahoo.com,p1995,10,43,81,55,63,60.5,1,0.3,2,19,14,4,0.49,5,42,Kinesthetic,Videos,8,6,38,Falling behind in multiple areas,71.24,1,Yes
S1996,Keith Cabrera,keith.cabrera6676@yahoo.com,p1996,9,40,97,62,82,70.25,0.62,0.45,19,8,5,9,0.51,1,20,Kinesthetic,Interactive,11,8,91,Needs improvement in basics,62.99,1,Yes
S1997,Jessica Flores,jessica.flores7832@edu.in,p1997,11,88,78,46,79,72.75,0.58,0.32,8,1,20,13,0.52,1,82,Visual,Videos,12,4,42,Needs improvement in basics,74.5,1,Yes
S1998,Carla Chambers,carla.chambers4716@yahoo.com,p1998,10,79,55,65,46,61.25,0.92,0.83,17,17,15,6,0.69,6,31,Visual,Interactive,13,5,36,Falling behind in multiple areas,55.06,0,No
S1999,Malik Turner,malik.turner4686@outlook.com,p1999,10,71,72,71,75,72.25,1,0.4,15,19,20,10,0.8,1,78,Kinesthetic,Videos,11,8,47,Lacks focus,26.12,0,No
S2000,Douglas Keller,douglas.keller1475@gmail.com,p2000,11,73,88,51,77,72.25,0.78,0.91,20,7,1,20,0.6,1,32,Visual,Interactive,2,9,74,Shows initiative,21.57,0,No
S2001,Jeffrey Turner,jeffrey.turner8777@yahoo.com,p2001,9,67,60,47,55,57.25,0.88,0.75,14,18,20,20,0.9,2,70,Reading/Writing,Videos,15,5,53,Good participation,23.18,0,No
S2002,Bruce Fry,bruce.fry2878@gmail.com,p2002,10,70,48,44,91,63.25,0.87,0.46,3,6,7,13,0.36,4,49,Reading/Writing,Mixed,17,0,84,Needs improvement in basics,67.79,1,Yes
S2003,Nichole Buck,nichole.buck2890@edu.in,p2003,9,47,45,81,54,56.75,0.61,0.41,17,6,5,14,0.52,6,37,Kinesthetic,Mixed,2,3,61,Needs improvement in basics,80.55,1,Yes
S2004,Connie Simmons,connie.simmons6514@gmail.com,p2004,10,78,90,67,85,80,0.74,0.74,3,1,4,12,0.25,5,64,Reading/Writing,Texts,8,3,36,Lacks focus,36.35,0,No
S2005,Tyler Compton,tyler.compton3062@edu.in,p2005,10,65,84,92,62,75.75,0.9,0.93,13,10,11,13,0.59,2,54,Visual,Texts,14,2,49,Needs improvement in basics,51.31,0,No
S2006,Shelly Powers,shelly.powers623@outlook.com,p2006,12,97,74,44,51,66.5,0.81,0.8,18,8,19,10,0.69,6,50,Visual,Mixed,7,7,48,Falling behind in multiple areas,56.24,0,No
S2007,Kristi Flores,kristi.flores4898@gmail.com,p2007,12,73,78,88,68,76.75,0.41,0.54,1,7,6,7,0.26,1,39,Reading/Writing,Mixed,9,5,91,Average progress,55.74,0,No
S2008,Robert Hernandez,robert.hernandez5499@gmail.com,p2008,10,93,61,65,83,75.5,0.6,0.71,7,9,20,5,0.51,5,45,Kinesthetic,Texts,2,6,43,Lacks focus,36.61,0,No
S2009,Nicholas Webster,nicholas.webster7454@outlook.com,p2009,12,93,80,44,87,76,0.49,0.52,5,1,18,12,0.45,4,62,Kinesthetic,Videos,4,8,61,Can do better with more effort,39.55,0,No
S2010,Thomas Atkinson,thomas.atkinson2208@edu.in,p2010,9,42,93,61,54,62.5,0.54,1,2,11,5,2,0.25,6,81,Visual,Interactive,5,7,38,Needs improvement in basics,66.4,1,Yes
S2011,Kevin Zimmerman,kevin.zimmerman4480@edu.in,p2011,12,98,44,54,68,66,0.94,0.82,17,3,20,8,0.6,5,59,Kinesthetic,Texts,13,2,78,Can do better with more effort,23.6,0,No
S2012,Linda Melendez,linda.melendez1855@yahoo.com,p2012,11,89,81,52,84,76.5,0.42,0.73,10,18,15,8,0.64,3,9,Kinesthetic,Interactive,18,3,45,Needs improvement in basics,62.34,1,Yes
S2013,Anna Faulkner,anna.faulkner2672@outlook.com,p2013,12,51,62,67,82,65.5,0.53,0.6,4,6,20,19,0.61,3,9,Kinesthetic,Interactive,17,0,53,Average progress,54.76,0,No
S2014,Angela Anderson,angela.anderson4225@edu.in,p2014,10,40,56,72,88,64,0.59,0.73,9,11,6,5,0.39,6,26,Visual,Videos,6,3,59,Can do better with more effort,41.04,0,No
S2015,John Harris,john.harris240@yahoo.com,p2015,11,93,51,82,60,71.5,0.77,0.54,11,5,4,8,0.35,2,38,Auditory,Mixed,3,8,37,Needs improvement in basics,69.2,1,Yes
S2016,Deborah Nielsen,deborah.nielsen4843@outlook.com,p2016,10,83,62,62,54,65.25,0.72,0.32,12,20,17,10,0.74,4,69,Auditory,Mixed,2,4,39,Needs improvement in basics,76.06,1,Yes
S2017,Melanie Davis,melanie.davis2885@yahoo.com,p2017,12,44,55,72,53,56,0.53,0.58,12,4,15,13,0.55,2,63,Kinesthetic,Mixed,12,2,65,Average progress,58.35,0,No
S2018,Jenny Lee,jenny.lee7017@edu.in,p2018,10,69,42,82,81,68.5,0.5,0.95,18,8,18,9,0.66,5,21,Auditory,Interactive,3,1,53,Can do better with more effort,35.96,0,No
S2019,Joseph Nunez,joseph.nunez1431@outlook.com,p2019,12,69,69,57,83,69.5,0.54,0.74,4,10,6,7,0.34,4,55,Kinesthetic,Mixed,8,5,37,Needs improvement in basics,70.09,1,Yes
S2020,Carrie Russo,carrie.russo1572@edu.in,p2020,9,98,96,89,55,84.5,0.7,0.36,9,3,20,20,0.65,6,53,Visual,Texts,5,3,30,Falling behind in multiple areas,71.4,1,Yes
S2021,Jacob Gill,jacob.gill2313@yahoo.com,p2021,11,96,61,92,54,75.75,0.56,0.92,8,13,19,20,0.75,2,13,Reading/Writing,Videos,10,5,62,Good participation,23.62,0,No
S2022,Jennifer Hansen,jennifer.hansen5311@edu.in,p2022,11,56,48,69,81,63.5,0.97,0.49,19,17,12,19,0.84,5,78,Visual,Mixed,8,2,60,Lacks focus,32.74,0,No
S2023,Timothy Booth,timothy.booth121@yahoo.com,p2023,9,87,68,65,43,65.75,0.68,0.47,13,5,9,11,0.48,1,19,Reading/Writing,Texts,8,2,91,Needs improvement in basics,70.7,1,Yes
S2024,Mason Krueger,mason.krueger6294@outlook.com,p2024,11,86,86,55,66,73.25,0.44,0.51,2,8,8,8,0.32,5,33,Visual,Mixed,18,0,64,Can do better with more effort,44.2,0,No
S2025,Alexis Giles,alexis.giles7329@yahoo.com,p2025,10,62,76,52,62,63,0.84,0.7,19,19,15,16,0.86,2,57,Reading/Writing,Mixed,0,8,73,Average progress,41.56,0,No
S2026,Suzanne Wilson,suzanne.wilson5410@outlook.com,p2026,10,54,62,78,68,65.5,0.6,0.68,14,18,1,10,0.54,6,29,Reading/Writing,Texts,3,6,76,Good participation,36.19,0,No
S2027,Yvonne Mendoza,yvonne.mendoza9553@outlook.com,p2027,12,76,52,72,80,70,0.79,0.64,5,1,2,6,0.18,6,89,Auditory,Texts,0,8,61,Good participation,38.47,0,No
S2028,John Munoz,john.munoz4295@gmail.com,p2028,11,60,71,65,92,72,0.57,0.8,10,4,3,10,0.34,4,85,Visual,Interactive,12,0,92,Shows initiative,34.74,0,No
