student_id,student_name,email_id,password,std,math_grade,english_grade,science_grade,history_grade,overall_grade,assignment_completion,engagement_score,math_lec_present,science_lec_present,history_lec_present,english_lec_present,attendance_ratio,login_frequency_per_week,average_session_duration_minutes,learning_style,content_type_preference,completed_lessons,practice_tests_taken,lms_test_scores,teacher_comments_summary,risk_score,is_at_risk,suggestions_required
S1326,Shelley Woods,shelley.woods9116@outlook.com,p1326,11,40,87,43,87,64.25,0.45,0.62,8,18,16,10,0.65,2,16,Reading/Writing,Videos,13,1,57,Good participation,41.28,0,No
S1327,Lynn Morales,lynn.morales8474@gmail.com,p1327,10,50,68,71,75,66,0.9,0.8,11,6,18,5,0.5,6,27,Visual,Interactive,4,7,87,Good participation,25,0,No
S1328,Charles Soto,charles.soto1412@yahoo.com,p1328,11,67,72,62,79,70,0.66,0.82,20,20,16,16,0.9,4,15,Auditory,Videos,7,8,31,Lacks focus,25.2,0,No
S1329,Brian Hernandez,brian.hernandez6668@yahoo.com,p1329,9,96,49,94,41,70,0.76,0.4,6,8,6,19,0.49,1,56,Kinesthetic,Mixed,7,6,84,Lacks focus,36.59,0,No
S1330,Anna Torres,anna.torres9106@edu.in,p1330,10,64,89,45,81,69.75,0.45,0.98,11,1,10,1,0.29,6,54,Auditory,Texts,17,0,63,Good participation,34.46,0,No
S1331,Victoria Wilson,victoria.wilson7810@yahoo.com,p1331,11,89,97,63,48,74.25,0.6,0.87,17,15,2,13,0.59,1,61,Auditory,Videos,8,6,49,Falling behind in multiple areas,58.26,0,No
S1332,Kathy Obrien,kathy.obrien7352@edu.in,p1332,12,62,99,59,62,70.5,0.45,0.44,10,10,7,4,0.39,2,68,Visual,Texts,13,7,76,Falling behind in multiple areas,69.94,1,Yes
S1333,Krystal Perez,krystal.perez1534@gmail.com,p1333,11,70,79,97,54,75,0.98,0.43,17,4,17,7,0.56,6,50,Reading/Writing,Videos,13,6,55,Lacks focus,28.71,0,No
S1334,Alexandra Hayes,alexandra.hayes3640@outlook.com,p1334,12,69,60,76,52,64.25,0.88,0.39,2,10,3,1,0.2,6,33,Kinesthetic,Texts,19,4,30,Needs improvement in basics,71.88,1,Yes
S1335,Scott Dalton,scott.dalton3996@edu.in,p1335,11,81,67,59,62,67.25,0.68,0.4,6,11,20,2,0.49,1,74,Auditory,Mixed,13,6,94,Lacks focus,35.01,0,No
S1336,Veronica Torres,veronica.torres9538@outlook.com,p1336,10,74,50,51,56,57.75,0.53,0.82,5,5,12,16,0.48,1,50,Kinesthetic,Mixed,16,9,44,Falling behind in multiple areas,61.05,1,Yes
S1337,Christine Lynch,christine.lynch7763@outlook.com,p1337,12,46,94,72,87,74.75,0.96,0.63,4,9,2,14,0.36,5,20,Reading/Writing,Texts,1,1,43,Lacks focus,39.39,0,No
S1338,Jody Meza,jody.meza6981@outlook.com,p1338,12,99,73,67,99,84.5,0.61,0.85,2,5,7,5,0.24,1,55,Kinesthetic,Interactive,13,8,84,Excellent progress,22.74,0,No
S1339,Jared Clark,jared.clark5774@outlook.com,p1339,10,55,47,47,41,47.5,0.5,0.82,12,11,17,14,0.68,6,15,Kinesthetic,Interactive,11,1,30,Falling behind in multiple areas,73.62,1,Yes
S1340,Donna Moore,donna.moore4448@edu.in,p1340,12,65,98,40,59,65.5,0.74,0.72,3,3,19,17,0.52,3,15,Visual,Texts,15,1,62,Can do better with more effort,32.98,0,No
S1341,Glenn Jones,glenn.jones4128@outlook.com,p1341,10,87,61,76,59,70.75,0.97,0.78,6,4,12,12,0.42,1,67,Reading/Writing,Mixed,5,4,99,Excellent progress,25.1,0,No
S1342,Aaron Hayes,aaron.hayes1986@yahoo.com,p1342,11,96,47,61,98,75.5,0.4,0.31,14,10,9,20,0.66,4,57,Auditory,Videos,17,7,85,Needs improvement in basics,65.66,1,Yes
S1343,Brittney Carter,brittney.carter5179@yahoo.com,p1343,10,91,88,45,85,77.25,0.54,0.52,8,7,14,12,0.51,5,62,Visual,Mixed,6,5,52,Average progress,55.14,0,No
S1344,Jesse Mann,jesse.mann8789@gmail.com,p1344,10,99,54,60,42,63.75,0.96,0.75,14,1,2,3,0.25,4,23,Visual,Texts,1,8,83,Can do better with more effort,30.38,0,No
S1345,Jacqueline Gibson,jacqueline.gibson3148@yahoo.com,p1345,10,88,56,71,94,77.25,0.5,0.31,3,6,4,2,0.19,4,36,Auditory,Videos,12,5,32,Lacks focus,50.06,0,No
S1346,Grace Bradshaw,grace.bradshaw7943@yahoo.com,p1346,10,41,99,74,51,66.25,0.47,0.32,16,8,19,15,0.72,3,54,Reading/Writing,Texts,7,4,75,Needs improvement in basics,74.85,1,Yes
S1347,Kristin Weber,kristin.weber9669@outlook.com,p1347,9,40,62,54,79,58.75,0.74,0.9,15,17,16,11,0.74,5,76,Kinesthetic,Videos,11,0,35,Lacks focus,33.01,0,No
S1348,Donna Peck,donna.peck1657@outlook.com,p1348,12,87,63,44,41,58.75,0.92,0.78,7,7,17,10,0.51,2,59,Reading/Writing,Interactive,0,7,54,Average progress,47.39,0,No
S1349,Ronald Stephens,ronald.stephens4863@yahoo.com,p1349,11,51,84,99,75,77.25,0.69,0.49,15,1,2,18,0.45,6,80,Reading/Writing,Interactive,8,2,46,Falling behind in multiple areas,71.42,1,Yes
S1350,Deborah Kerr,deborah.kerr5922@yahoo.com,p1350,10,44,58,95,53,62.5,1,0.78,13,9,17,2,0.51,6,45,Kinesthetic,Videos,7,1,57,Good participation,31.86,0,No
S1351,Margaret Jones,margaret.jones4962@yahoo.com,p1351,9,76,44,85,55,65,0.81,0.85,6,11,19,7,0.54,1,74,Kinesthetic,Interactive,8,6,61,Can do better with more effort,26.89,0,No
S1352,Gabriel Parker,gabriel.parker8761@gmail.com,p1352,9,71,71,89,58,72.25,0.44,0.51,15,19,8,7,0.61,6,25,Kinesthetic,Videos,4,1,52,Good participation,47.39,0,No
S1353,Kaitlyn Carroll,kaitlyn.carroll4504@yahoo.com,p1353,11,98,83,87,73,85.25,1,0.33,17,2,20,7,0.57,3,30,Reading/Writing,Interactive,12,0,45,Lacks focus,35.05,0,No
S1354,Keith Martinez,keith.martinez903@gmail.com,p1354,12,94,40,45,83,65.5,0.64,0.95,4,11,6,14,0.44,6,5,Auditory,Videos,13,1,55,Good participation,32.24,0,No
S1355,Haley Lyons,haley.lyons2078@outlook.com,p1355,11,48,62,64,85,64.75,0.57,0.54,14,3,12,2,0.39,3,85,Reading/Writing,Videos,3,5,62,Good participation,45.16,0,No
S1356,Sherri Mason,sherri.mason1690@edu.in,p1356,10,80,76,95,45,74,0.73,0.37,15,17,18,2,0.65,2,31,Auditory,Texts,16,1,87,Needs improvement in basics,64.5,1,Yes
S1357,Troy Miller,troy.miller9415@gmail.com,p1357,12,74,47,85,52,64.5,0.58,0.64,12,10,2,15,0.49,3,54,Reading/Writing,Texts,8,0,77,Good participation,42.04,0,No
S1358,Bill Reynolds,bill.reynolds7700@outlook.com,p1358,12,58,52,98,75,70.75,0.45,0.84,19,3,19,11,0.65,2,70,Auditory,Mixed,19,0,84,Consistent performance,29.12,0,No
S1359,Marcus Wright,marcus.wright7226@edu.in,p1359,11,87,47,95,61,72.5,0.4,0.46,10,3,10,10,0.41,2,69,Kinesthetic,Interactive,14,3,70,Falling behind in multiple areas,73.56,1,Yes
S1360,Christopher Hayden,christopher.hayden3030@outlook.com,p1360,11,55,96,79,57,71.75,0.67,0.49,6,7,3,3,0.24,2,14,Reading/Writing,Texts,19,7,91,Falling behind in multiple areas,61.66,1,Yes
S1361,Mary Johnston,mary.johnston4146@gmail.com,p1361,12,42,62,68,51,55.75,0.9,0.47,9,2,12,17,0.5,3,41,Reading/Writing,Mixed,3,5,46,Needs improvement in basics,72.92,1,Yes
S1362,Stephanie Key,stephanie.key1879@edu.in,p1362,11,59,82,46,91,69.5,0.74,0.99,2,1,16,9,0.35,2,73,Visual,Texts,1,3,88,Average progress,45.05,0,No
S1363,Emily Adams,emily.adams6575@gmail.com,p1363,12,63,40,79,98,70,1,0.44,4,7,12,15,0.48,3,45,Auditory,Interactive,12,5,43,Needs improvement in basics,63.58,1,Yes
S1364,Billy Avila,billy.avila1223@edu.in,p1364,11,93,84,52,93,80.5,0.57,0.7,9,20,8,14,0.64,5,50,Reading/Writing,Interactive,3,5,50,Average progress,48.89,0,No
S1365,Thomas Pearson,thomas.pearson2495@gmail.com,p1365,12,95,90,77,69,82.75,0.57,0.95,15,11,5,19,0.62,2,81,Reading/Writing,Interactive,17,8,92,Consistent performance,12.95,0,No
S1366,Sabrina White,sabrina.white9231@yahoo.com,p1366,10,72,63,57,92,71,0.5,0.4,13,6,11,17,0.59,3,49,Kinesthetic,Videos,15,3,75,Needs improvement in basics,69.89,1,Yes
S1367,Brenda Walters,brenda.walters1405@outlook.com,p1367,9,63,74,41,90,67,0.5,0.98,20,4,10,20,0.68,3,31,Auditory,Interactive,9,5,84,Average progress,40.38,0,No
S1368,Travis Davis,travis.davis1950@yahoo.com,p1368,11,91,63,47,79,70,0.57,0.96,8,19,3,17,0.59,3,69,Auditory,Mixed,1,9,91,Excellent progress,24.19,0,No
S1369,Michael Cook,michael.cook9943@edu.in,p1369,12,50,56,50,46,50.5,0.88,0.92,19,19,9,16,0.79,1,88,Reading/Writing,Interactive,13,0,68,Good participation,27.14,0,No
S1370,Elizabeth Hodge,elizabeth.hodge8571@yahoo.com,p1370,9,88,44,72,71,68.75,0.94,0.45,19,14,12,20,0.81,1,12,Auditory,Interactive,1,6,71,Falling behind in multiple areas,61.54,1,Yes
S1371,Mark Steele,mark.steele7391@edu.in,p1371,9,47,59,93,87,71.5,0.99,0.74,16,3,6,8,0.41,2,71,Auditory,Videos,17,6,77,Excellent progress,19.86,0,No
S1372,Keith Landry,keith.landry4881@edu.in,p1372,9,75,60,77,58,67.5,0.54,0.83,11,4,19,7,0.51,6,53,Auditory,Videos,0,0,57,Average progress,57.81,0,No
S1373,Lisa Pierce,lisa.pierce5013@edu.in,p1373,11,77,79,87,45,72,0.93,0.99,10,8,16,12,0.57,5,18,Auditory,Texts,12,7,35,Falling behind in multiple areas,47.92,0,No
S1374,Shawn Edwards,shawn.edwards9998@gmail.com,p1374,11,79,97,66,59,75.25,0.6,0.43,8,18,14,1,0.51,6,66,Auditory,Texts,5,4,88,Lacks focus,39.69,0,No
S1375,Marcus Cordova,marcus.cordova3414@gmail.com,p1375,10,59,70,59,66,63.5,0.47,0.84,1,4,4,12,0.26,2,47,Visual,Interactive,16,8,99,Average progress,43.71,0,No
S1376,Richard Robertson,richard.robertson4345@yahoo.com,p1376,11,74,85,51,92,75.5,0.92,0.54,10,11,18,6,0.56,4,31,Visual,Texts,16,7,68,Can do better with more effort,23.21,0,No
S1377,Vanessa Sandoval,vanessa.sandoval2583@gmail.com,p1377,11,87,75,82,82,81.5,0.78,0.42,18,16,10,16,0.75,4,31,Reading/Writing,Mixed,10,2,86,Lacks focus,30.6,0,No
S1378,Amy Gutierrez,amy.gutierrez2857@yahoo.com,p1378,11,64,50,70,76,65,0.5,0.59,3,3,18,18,0.52,5,72,Auditory,Mixed,5,0,83,Average progress,60.08,1,Yes
S1379,Jacob Cox,jacob.cox2574@gmail.com,p1379,9,74,91,66,87,79.5,0.66,0.86,11,7,12,19,0.61,5,79,Kinesthetic,Mixed,19,2,89,Shows initiative,19.86,0,No
S1380,Katherine Garrett,katherine.garrett6703@gmail.com,p1380,10,64,54,71,46,58.75,0.57,0.63,18,2,19,3,0.52,5,52,Reading/Writing,Videos,2,1,46,Needs improvement in basics,78.75,1,Yes
S1381,Kathleen Harris,kathleen.harris9739@edu.in,p1381,9,68,58,49,98,68.25,0.84,0.68,3,1,8,3,0.19,1,71,Reading/Writing,Videos,13,1,69,Average progress,51.51,0,No
S1382,Andrea Pennington,andrea.pennington4781@edu.in,p1382,10,57,46,42,44,47.25,0.67,1,8,1,1,5,0.19,1,29,Auditory,Mixed,5,3,95,Lacks focus,37.61,0,No
S1383,Samuel Wolfe,samuel.wolfe3802@gmail.com,p1383,11,85,90,84,50,77.25,0.99,0.58,14,6,14,3,0.46,4,68,Auditory,Interactive,16,1,83,Average progress,41.29,0,No
S1384,David Dudley,david.dudley4642@outlook.com,p1384,12,57,67,66,54,61,0.43,0.73,6,19,6,19,0.62,5,28,Visual,Texts,2,7,73,Can do better with more effort,38.17,0,No
S1385,Chelsea Allen,chelsea.allen1176@edu.in,p1385,11,41,90,74,42,61.75,0.61,0.56,15,7,14,5,0.51,3,13,Reading/Writing,Videos,16,4,96,Can do better with more effort,33.99,0,No
S1386,Eric Pierce,eric.pierce4344@yahoo.com,p1386,9,93,82,70,97,85.5,0.69,0.57,14,5,2,14,0.44,6,12,Reading/Writing,Interactive,18,0,86,Average progress,45.14,0,No
S1387,Andrea Davis,andrea.davis6975@yahoo.com,p1387,9,74,97,54,44,67.25,0.7,0.79,7,18,9,16,0.62,4,63,Auditory,Texts,17,5,65,Average progress,39.7,0,No
S1388,Victoria Durham,victoria.durham8932@gmail.com,p1388,9,55,44,55,62,54,0.59,0.96,10,13,12,1,0.45,5,21,Reading/Writing,Texts,4,6,86,Can do better with more effort,32.65,0,No
S1389,Steven Wilson,steven.wilson2451@yahoo.com,p1389,10,80,44,52,92,67,0.84,0.68,15,1,5,17,0.48,3,47,Kinesthetic,Mixed,14,0,72,Average progress,47.78,0,No
S1390,Marilyn Jimenez,marilyn.jimenez2340@outlook.com,p1390,9,75,69,88,76,77,0.92,0.84,10,10,2,11,0.41,5,72,Auditory,Interactive,2,2,73,Excellent progress,29.01,0,No
S1391,Jennifer Hicks,jennifer.hicks987@gmail.com,p1391,12,72,93,74,48,71.75,0.96,0.36,17,9,19,9,0.68,2,8,Reading/Writing,Interactive,7,8,91,Lacks focus,27.55,0,No
S1392,Joshua Davenport,joshua.davenport5049@yahoo.com,p1392,12,43,71,91,54,64.75,0.88,0.45,19,17,7,4,0.59,3,12,Visual,Mixed,6,6,90,Needs improvement in basics,62.91,1,Yes
S1393,Tina Sanchez,tina.sanchez7205@outlook.com,p1393,11,72,47,50,42,52.75,0.91,0.65,17,1,7,2,0.34,6,46,Visual,Mixed,17,3,40,Lacks focus,37.16,0,No
S1394,Andrea Reyes,andrea.reyes7689@gmail.com,p1394,10,53,49,98,68,67,0.73,0.31,12,1,10,9,0.4,2,53,Kinesthetic,Mixed,9,5,62,Needs improvement in basics,73.85,1,Yes
S1395,Sandra Romero,sandra.romero6604@outlook.com,p1395,10,60,77,60,45,60.5,0.9,0.48,15,7,17,5,0.55,1,10,Kinesthetic,Mixed,9,5,95,Lacks focus,32.6,0,No
S1396,Natasha Shields,natasha.shields8209@outlook.com,p1396,11,87,86,90,56,79.75,0.58,0.66,12,4,14,4,0.42,4,77,Auditory,Interactive,18,2,52,Good participation,33.4,0,No
S1397,Joshua Tyler,joshua.tyler7182@edu.in,p1397,9,59,71,93,65,72,0.64,0.31,9,12,11,5,0.46,5,46,Kinesthetic,Texts,0,1,78,Falling behind in multiple areas,80.11,1,Yes
S1398,Robert Villa,robert.villa9808@gmail.com,p1398,9,95,87,50,60,73,0.59,0.49,5,16,20,18,0.74,4,76,Reading/Writing,Texts,1,4,49,Needs improvement in basics,71.59,1,Yes
S1399,William Hoover,william.hoover7088@gmail.com,p1399,11,47,67,69,47,57.5,0.68,0.66,4,14,6,13,0.46,6,36,Auditory,Mixed,0,7,44,Lacks focus,42.31,0,No
S1400,Justin Evans,justin.evans9901@outlook.com,p1400,11,46,56,99,60,65.25,0.57,0.7,12,10,8,5,0.44,5,19,Visual,Mixed,8,2,95,Average progress,52.46,0,No
S1401,Brenda Duarte,brenda.duarte433@outlook.com,p1401,11,42,70,87,96,73.75,0.98,0.95,16,14,19,19,0.85,2,86,Reading/Writing,Mixed,14,4,59,Can do better with more effort,12.88,0,No
S1402,Tracy Hernandez,tracy.hernandez3760@gmail.com,p1402,11,56,47,92,50,61.25,0.59,0.75,9,7,19,3,0.48,3,73,Reading/Writing,Mixed,17,2,33,Lacks focus,38.15,0,No
S1403,Amanda Reed,amanda.reed4425@gmail.com,p1403,10,72,79,74,77,75.5,0.46,0.59,3,4,17,18,0.52,3,31,Kinesthetic,Texts,17,6,93,Can do better with more effort,29.72,0,No
S1404,Andrea Daniels,andrea.daniels2880@gmail.com,p1404,10,87,64,61,47,64.75,0.72,0.95,3,2,18,6,0.36,5,70,Reading/Writing,Mixed,6,5,94,Average progress,42.59,0,No
S1405,Stanley Morris,stanley.morris8512@edu.in,p1405,9,51,48,77,81,64.25,0.43,0.85,18,18,12,6,0.68,2,63,Auditory,Videos,13,5,37,Needs improvement in basics,63.55,1,Yes
S1406,Jacob Terry,jacob.terry4567@edu.in,p1406,10,98,41,70,63,68,0.47,0.44,17,16,9,5,0.59,5,32,Kinesthetic,Mixed,17,0,81,Lacks focus,41.79,0,No
S1407,Ashley Hall,ashley.hall9600@yahoo.com,p1407,10,90,54,53,74,67.75,0.53,0.39,10,9,16,1,0.45,5,28,Reading/Writing,Texts,19,1,43,Falling behind in multiple areas,75.78,1,Yes
S1408,Kimberly Williams,kimberly.williams8066@edu.in,p1408,10,61,89,63,94,76.75,0.68,0.77,2,5,18,8,0.41,5,55,Visual,Videos,18,5,87,Excellent progress,23.24,0,No
S1409,Julie Thornton,julie.thornton7710@gmail.com,p1409,11,94,42,89,53,69.5,0.66,0.69,11,9,16,1,0.46,3,25,Kinesthetic,Texts,4,7,40,Needs improvement in basics,66.76,1,Yes
S1410,Lisa Hughes,lisa.hughes6700@outlook.com,p1410,10,61,88,88,94,82.75,0.88,0.85,3,8,16,6,0.41,6,35,Visual,Interactive,8,4,88,Excellent progress,21.34,0,No
S1411,Elizabeth Hoover,elizabeth.hoover5270@outlook.com,p1411,9,85,75,71,53,71,0.84,0.82,2,20,4,20,0.57,5,79,Auditory,Videos,17,1,53,Good participation,25.98,0,No
S1412,Tina Simpson,tina.simpson2644@gmail.com,p1412,10,69,43,75,49,59,0.66,0.74,9,16,7,14,0.57,3,54,Visual,Texts,12,4,61,Good participation,33.88,0,No
S1413,Benjamin Shaw,benjamin.shaw6754@outlook.com,p1413,11,77,53,71,51,63,0.6,0.99,19,20,1,11,0.64,1,44,Reading/Writing,Videos,4,8,75,Good participation,25.29,0,No
S1414,Brittany Kane,brittany.kane4732@edu.in,p1414,10,77,80,94,77,82,0.59,0.67,2,18,20,2,0.52,2,72,Visual,Interactive,19,5,57,Good participation,26.78,0,No
S1415,Morgan Alexander,morgan.alexander9022@edu.in,p1415,12,84,80,54,83,75.25,0.86,0.38,19,4,1,4,0.35,1,20,Kinesthetic,Mixed,14,4,45,Needs improvement in basics,67.97,1,Yes
S1416,Alicia Bryant,alicia.bryant7461@gmail.com,p1416,9,90,64,82,94,82.5,0.43,0.88,2,16,8,13,0.49,5,80,Auditory,Texts,18,9,71,Excellent progress,20.24,0,No
S1417,Jennifer Ortiz,jennifer.ortiz5163@gmail.com,p1417,10,93,97,97,85,93,0.41,0.48,15,4,8,7,0.42,3,67,Kinesthetic,Videos,19,5,45,Needs improvement in basics,64.53,1,Yes
S1418,Diana Moore,diana.moore5306@outlook.com,p1418,9,47,94,74,73,72,0.88,0.84,3,6,10,6,0.31,2,60,Reading/Writing,Videos,10,8,41,Needs improvement in basics,56.01,0,No
S1419,Terrance Costa,terrance.costa6632@gmail.com,p1419,11,66,89,42,80,69.25,0.69,0.97,5,3,1,3,0.15,4,84,Visual,Interactive,8,6,91,Can do better with more effort,27.82,0,No
S1420,Matthew Schwartz,matthew.schwartz8899@gmail.com,p1420,9,66,49,55,49,54.75,0.48,0.79,11,18,14,9,0.65,2,28,Reading/Writing,Interactive,15,9,63,Good participation,29.68,0,No
S1421,Debra Christian,debra.christian6780@edu.in,p1421,12,73,60,44,97,68.5,0.54,0.72,7,15,14,14,0.62,2,32,Visual,Texts,10,2,67,Good participation,35.58,0,No
S1422,Melissa Villarreal,melissa.villarreal3083@gmail.com,p1422,12,60,75,60,56,62.75,0.96,0.62,6,8,10,20,0.55,5,89,Auditory,Interactive,1,9,76,Can do better with more effort,29.12,0,No
S1423,Norman Stewart,norman.stewart8177@outlook.com,p1423,9,69,51,49,56,56.25,0.92,0.56,14,18,19,11,0.78,1,35,Auditory,Mixed,7,9,51,Good participation,29.5,0,No
S1424,Jennifer Malone,jennifer.malone855@edu.in,p1424,11,72,66,58,42,59.5,0.83,0.55,1,3,16,5,0.31,1,19,Reading/Writing,Texts,4,4,32,Lacks focus,45.91,0,No
S1425,Monique Johnson,monique.johnson4385@yahoo.com,p1425,9,67,79,64,70,70,0.69,0.75,17,6,9,14,0.57,4,46,Auditory,Mixed,10,3,30,Lacks focus,34.83,0,No
S1426,Casey Welch,casey.welch4729@yahoo.com,p1426,10,86,41,43,90,65,0.71,0.83,17,15,20,19,0.89,5,54,Visual,Texts,10,4,82,Average progress,38.04,0,No
S1427,Samantha Bright,samantha.bright7951@edu.in,p1427,10,72,93,68,40,68.25,0.99,0.77,14,12,16,8,0.62,2,9,Visual,Texts,8,7,93,Average progress,33.8,0,No
S1428,Julie Hamilton,julie.hamilton482@gmail.com,p1428,9,44,52,58,51,51.25,0.98,0.44,10,5,20,7,0.52,6,52,Kinesthetic,Texts,10,5,73,Needs improvement in basics,66.85,1,Yes
S1429,Corey Schultz,corey.schultz2604@yahoo.com,p1429,10,99,92,82,78,87.75,0.53,0.65,8,7,8,7,0.38,1,17,Visual,Videos,4,3,76,Good participation,36.6,0,No
S1430,Monique Wallace,monique.wallace9034@outlook.com,p1430,10,87,71,41,43,60.5,0.89,0.85,8,15,7,3,0.41,1,36,Kinesthetic,Texts,8,4,67,Can do better with more effort,29.91,0,No
S1431,Heather Berger,heather.berger9058@gmail.com,p1431,11,58,70,49,81,64.5,0.52,0.63,14,7,11,3,0.44,3,71,Auditory,Videos,0,6,92,Can do better with more effort,40.74,0,No
S1432,Brandon Flynn,brandon.flynn1537@edu.in,p1432,9,43,55,82,52,58,0.53,0.68,7,13,6,18,0.55,2,83,Kinesthetic,Texts,9,7,70,Can do better with more effort,36.25,0,No
S1433,Kelly Brooks,kelly.brooks1868@yahoo.com,p1433,10,74,71,64,73,70.5,0.81,0.84,6,3,15,13,0.46,5,34,Reading/Writing,Mixed,7,4,50,Good participation,30.21,0,No
S1434,Dustin Schmidt,dustin.schmidt1934@edu.in,p1434,9,88,71,59,81,74.75,0.64,0.76,4,13,19,1,0.46,1,10,Visual,Videos,18,1,74,Excellent progress,29.44,0,No
S1435,Ashlee Sparks,ashlee.sparks8175@yahoo.com,p1435,9,56,99,87,60,75.5,0.96,0.59,1,3,14,5,0.29,5,29,Reading/Writing,Mixed,15,5,42,Lacks focus,30.39,0,No
S1436,George Miller,george.miller8347@outlook.com,p1436,10,83,73,58,61,68.75,0.45,0.93,15,2,15,4,0.45,2,32,Kinesthetic,Interactive,12,8,95,Average progress,39.88,0,No
S1437,Monica Harvey,monica.harvey6817@outlook.com,p1437,11,67,50,62,96,68.75,0.71,0.41,15,4,6,16,0.51,2,66,Auditory,Videos,4,2,95,Needs improvement in basics,71.74,1,Yes
S1438,John Durham,john.durham7746@edu.in,p1438,11,69,49,63,43,56,0.95,1,1,17,10,15,0.54,1,26,Kinesthetic,Videos,17,6,72,Can do better with more effort,17.44,0,No
S1439,Douglas Murray,douglas.murray7493@yahoo.com,p1439,12,68,54,50,57,57.25,0.94,0.38,20,6,14,18,0.72,4,72,Reading/Writing,Videos,8,7,91,Lacks focus,31.55,0,No
S1440,Jonathan Scott,jonathan.scott6294@yahoo.com,p1440,9,85,56,85,44,67.5,0.49,0.31,3,11,16,17,0.59,5,19,Kinesthetic,Mixed,3,5,77,Lacks focus,47.19,0,No
S1441,Albert Ballard,albert.ballard9830@yahoo.com,p1441,12,92,79,73,58,75.5,0.62,0.92,5,6,13,14,0.48,5,30,Reading/Writing,Texts,13,2,55,Average progress,43.82,0,No
S1442,Rachel Byrd,rachel.byrd1153@yahoo.com,p1442,11,45,57,94,41,59.25,0.77,0.47,5,2,11,14,0.4,3,67,Visual,Videos,6,0,90,Lacks focus,45.08,0,No
S1443,Eric Alexander,eric.alexander6808@outlook.com,p1443,10,74,94,67,51,71.5,0.5,0.81,4,17,3,19,0.54,2,22,Reading/Writing,Texts,11,2,91,Consistent performance,31.64,0,No
S1444,Michael Matthews,michael.matthews8328@outlook.com,p1444,10,99,48,44,56,61.75,0.98,0.87,17,3,8,6,0.42,2,77,Reading/Writing,Interactive,6,5,43,Lacks focus,29.45,0,No
S1445,Danielle Coleman,danielle.coleman52@outlook.com,p1445,11,80,64,98,49,72.75,0.95,0.9,20,12,3,13,0.6,1,67,Reading/Writing,Texts,10,3,83,Excellent progress,19.38,0,No
S1446,John Bruce,john.bruce4901@outlook.com,p1446,11,76,79,44,73,68,0.5,0.99,14,14,2,18,0.6,1,66,Reading/Writing,Videos,14,0,70,Can do better with more effort,29.85,0,No
S1447,James Cruz,james.cruz2444@edu.in,p1447,9,63,98,90,45,74,0.47,0.51,8,2,14,15,0.49,1,72,Kinesthetic,Texts,6,5,89,Good participation,39.44,0,No
S1448,Timothy Young,timothy.young8834@edu.in,p1448,12,68,53,60,47,57,0.45,0.8,2,5,20,7,0.42,3,52,Visual,Videos,19,0,38,Lacks focus,42.22,0,No
S1449,Ashley Andrews,ashley.andrews5664@edu.in,p1449,12,88,99,51,90,82,0.95,0.38,8,10,15,19,0.65,4,54,Auditory,Videos,16,7,73,Needs improvement in basics,52.85,0,No
S1450,Victoria Phillips,victoria.phillips9052@outlook.com,p1450,11,85,97,89,50,80.25,0.52,0.58,1,10,3,17,0.39,1,67,Kinesthetic,Mixed,4,2,85,Good participation,40.71,0,No
S1451,Tiffany Barrett,tiffany.barrett7470@edu.in,p1451,9,92,64,43,96,73.75,0.65,0.89,4,9,1,9,0.29,1,73,Kinesthetic,Texts,7,2,32,Needs improvement in basics,67.61,1,Yes
S1452,Joshua Knight,joshua.knight3100@outlook.com,p1452,10,70,89,93,51,75.75,0.67,0.56,19,13,15,11,0.72,6,10,Kinesthetic,Texts,9,0,88,Good participation,33.7,0,No
S1453,Gina Garner,gina.garner9378@yahoo.com,p1453,11,74,61,88,48,67.75,0.76,0.71,5,10,20,5,0.5,1,62,Reading/Writing,Mixed,5,2,42,Falling behind in multiple areas,68.53,1,Yes
S1454,Brandon Obrien,brandon.obrien3836@edu.in,p1454,12,99,91,81,41,78,0.44,0.65,5,6,2,2,0.19,3,55,Auditory,Texts,1,6,59,Can do better with more effort,44.34,0,No
S1455,Tyler Strong,tyler.strong725@edu.in,p1455,9,72,69,59,47,61.75,0.54,0.75,20,11,18,15,0.8,5,16,Kinesthetic,Interactive,4,9,82,Can do better with more effort,28.72,0,No
S1456,Justin Lindsey,justin.lindsey7759@outlook.com,p1456,9,91,59,77,97,81,0.96,0.98,19,4,1,12,0.45,4,51,Kinesthetic,Mixed,9,7,80,Excellent progress,13.75,0,No
S1457,Catherine Gomez,catherine.gomez6335@edu.in,p1457,9,60,60,64,50,58.5,0.95,0.34,12,14,9,10,0.56,5,13,Auditory,Mixed,2,7,71,Lacks focus,39.41,0,No
S1458,Dana Oliver,dana.oliver8125@yahoo.com,p1458,12,71,83,53,99,76.5,0.87,0.7,20,17,3,10,0.62,6,11,Visual,Interactive,12,2,55,Good participation,27.28,0,No
S1459,Erica Le,erica.le2078@gmail.com,p1459,9,62,71,50,92,68.75,0.41,0.9,1,20,2,20,0.54,2,33,Auditory,Mixed,15,4,88,Good participation,28.31,0,No
S1460,Donna Massey,donna.massey1654@outlook.com,p1460,10,72,90,71,75,77,0.6,0.64,7,2,4,11,0.3,2,82,Auditory,Videos,14,0,98,Can do better with more effort,35.6,0,No
